ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-02,6386.485819825346,4318.520612867886,9426.05063602764,6386.485819825346,6386.485819825346,477.0092294370959,477.0092294370959,477.0092294370959,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-405.78476038232736,-405.78476038232736,-405.78476038232736,283.4845281259793,283.4845281259793,283.4845281259793,0.0,0.0,0.0,6863.495049262442
2013-01-03,6387.0460912733615,4416.546303242775,9245.654802697165,6387.0460912733615,6387.0460912733615,382.10838062983134,382.10838062983134,382.10838062983134,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-369.0185014877031,-369.0185014877031,-369.0185014877031,151.81742042409053,151.81742042409053,151.81742042409053,0.0,0.0,0.0,6769.154471903193
2013-01-04,6387.606362721379,4465.024299239557,9487.990233715991,6387.606362721379,6387.606362721379,610.1230146779388,610.1230146779388,610.1230146779388,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-21.745148845721225,-21.745148845721225,-21.745148845721225,32.55870183021613,32.55870183021613,32.55870183021613,0.0,0.0,0.0,6997.729377399318
2013-01-05,6388.166634169395,4058.211645351264,9460.797594037613,6388.166634169395,6388.166634169395,397.5162219495797,397.5162219495797,397.5162219495797,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-128.28195836894,-128.28195836894,-128.28195836894,-73.51128137492422,-73.51128137492422,-73.51128137492422,0.0,0.0,0.0,6785.682856118975
2013-01-07,6389.287177065429,5263.120088993343,10303.140954757642,6389.287177065429,6389.287177065429,1385.124861077997,1385.124861077997,1385.124861077997,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,1030.1773157541138,1030.1773157541138,1030.1773157541138,-244.36191636956062,-244.36191636956062,-244.36191636956062,0.0,0.0,0.0,7774.412038143426
2013-01-08,6389.847448513445,4014.039885661018,8989.069578949911,6389.847448513445,6389.847448513445,193.24075521640233,193.24075521640233,193.24075521640233,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-97.10117010139071,-97.10117010139071,-97.10117010139071,-308.96753637565087,-308.96753637565087,-308.96753637565087,0.0,0.0,0.0,6583.088203729847
2013-01-09,6390.407719961461,3812.5405073790866,8809.990272417708,6390.407719961461,6390.407719961461,-166.4874110627795,-166.4874110627795,-166.4874110627795,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-405.7847603815199,-405.7847603815199,-405.7847603815199,-360.01211237470335,-360.01211237470335,-360.01211237470335,0.0,0.0,0.0,6223.9203088986815
2013-01-10,6390.967991409479,3651.406754174997,8601.623951840627,6390.967991409479,6390.967991409479,-167.74420347185205,-167.74420347185205,-167.74420347185205,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-369.018501485188,-369.018501485188,-369.018501485188,-398.03516368010787,-398.03516368010787,-398.03516368010787,0.0,0.0,0.0,6223.223787937626
2013-01-11,6391.528262857495,4132.97134287796,9136.738377981328,6391.528262857495,6391.528262857495,153.77522730132972,153.77522730132972,153.77522730132972,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,599.3094616934438,0.0,0.0,0.0,-21.74514884439618,-21.74514884439618,-21.74514884439618,-423.7890855477179,-423.7890855477179,-423.7890855477179,0.0,0.0,0.0,6545.303490158824
2013-01-12,6392.0885343055115,3532.547573095468,8245.351978093478,6392.0885343055115,6392.0885343055115,-566.4936744095909,-566.4936744095909,-566.4936744095909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.28195836851387,-128.28195836851387,-128.28195836851387,-438.211716041077,-438.211716041077,-438.211716041077,0.0,0.0,0.0,5825.59485989592
