ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-01,9353.510204836588,7968.316637739795,12474.251290083497,9353.510204836588,9353.510204836588,774.8733013437401,774.8733013437401,774.8733013437401,1844.481749280926,1844.481749280926,1844.481749280926,247.96323403299988,247.96323403299988,247.96323403299988,1596.518515247926,1596.518515247926,1596.518515247926,-62.246893021465915,-62.246893021465915,-62.246893021465915,-1007.3615549157197,-1007.3615549157197,-1007.3615549157197,0.0,0.0,0.0,10128.383506180327
2013-01-02,9354.895836274869,6134.107265176647,10470.167564292393,9354.895836274869,9354.895836274869,-1070.7942982986417,-1070.7942982986417,-1070.7942982986417,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-226.27668484768859,-226.27668484768859,-226.27668484768859,-1092.4808474839529,-1092.4808474839529,-1092.4808474839529,0.0,0.0,0.0,8284.101537976227
2013-01-03,9356.281467713152,6323.146374540292,10425.300817736612,9356.281467713152,9356.281467713152,-1046.6384681154232,-1046.6384681154232,-1046.6384681154232,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-134.98207249895438,-134.98207249895438,-134.98207249895438,-1159.619629649469,-1159.619629649469,-1159.619629649469,0.0,0.0,0.0,8309.642999597729
2013-01-04,9357.667099151433,6847.016231815814,10938.14689496441,9357.667099151433,9357.667099151433,-525.5148729851114,-525.5148729851114,-525.5148729851114,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,435.1358950067389,435.1358950067389,435.1358950067389,-1208.6140020248502,-1208.6140020248502,-1208.6140020248502,0.0,0.0,0.0,8832.152226166321
2013-01-05,9359.052730589714,4241.591226555878,8425.651575403426,9359.052730589714,9359.052730589714,-3103.185296294996,-3103.185296294996,-3103.185296294996,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-2111.5326505813186,-2111.5326505813186,-2111.5326505813186,-1239.6158797466776,-1239.6158797466776,-1239.6158797466776,0.0,0.0,0.0,6255.867434294718
2013-01-06,9360.438362027999,9098.493155241114,13458.209274714407,9360.438362027999,9360.438362027999,1905.336944422481,1905.336944422481,1905.336944422481,1844.481749280926,1844.481749280926,1844.481749280926,247.96323403299988,247.96323403299988,247.96323403299988,1596.518515247926,1596.518515247926,1596.518515247926,1313.9367106224174,1313.9367106224174,1313.9367106224174,-1253.0815154808622,-1253.0815154808622,-1253.0815154808622,0.0,0.0,0.0,11265.77530645048
2013-01-07,9361.82399346628,6950.215117980572,11393.982824185176,9361.823993466278,9361.823993466278,-215.82494105990108,-215.82494105990108,-215.82494105990108,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,785.9656953346072,785.9656953346072,785.9656953346072,-1249.753870427508,-1249.753870427508,-1249.753870427508,0.0,0.0,0.0,9145.999052406378
2013-01-08,9363.209624904563,6020.406668691724,10365.125483300464,9363.209624904563,9363.209624904563,-1044.923019358564,-1044.923019358564,-1044.923019358564,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-62.246893024063176,-62.246893024063176,-62.246893024063176,-1230.6393603675008,-1230.6393603675008,-1230.6393603675008,0.0,0.0,0.0,8318.286605545998
2013-01-09,9364.595256342844,6067.677021154567,10289.433057976608,9364.595256342844,9364.595256342844,-1175.2930792018733,-1175.2930792018733,-1175.2930792018733,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-226.2766848519752,-226.2766848519752,-226.2766848519752,-1196.9796283828982,-1196.9796283828982,-1196.9796283828982,0.0,0.0,0.0,8189.30217714097
2013-01-10,9365.980887781125,6307.008383736027,10415.133671877236,9365.980887781125,9365.980887781125,-1037.2379405588188,-1037.2379405588188,-1037.2379405588188,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,247.96323403299988,0.0,0.0,0.0,-134.98207250490242,-134.98207250490242,-134.98207250490242,-1150.2191020869166,-1150.2191020869166,-1150.2191020869166,0.0,0.0,0.0,8328.742947222307
