ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-01,5938.390035796975,2582.0192789947623,7653.504259522267,5938.390035796975,5938.390035796975,-765.0300286279121,-765.0300286279121,-765.0300286279121,-1567.0083469455224,-1567.0083469455224,-1567.0083469455224,505.50169580283927,505.50169580283927,505.50169580283927,-2072.5100427483612,-2072.5100427483612,-2072.5100427483612,909.8044111540262,909.8044111540262,909.8044111540262,-107.82609283641605,-107.82609283641605,-107.82609283641605,0.0,0.0,0.0,5173.3600071690635
2013-01-02,5938.7736085641445,4202.849745659049,9036.856759470535,5938.7736085641445,5938.7736085641445,730.7434189043598,730.7434189043598,730.7434189043598,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,419.6312096642686,419.6312096642686,419.6312096642686,-194.38948656274798,-194.38948656274798,-194.38948656274798,0.0,0.0,0.0,6669.517027468504
2013-01-03,5939.157181331312,3959.313308872817,9349.79063566821,5939.157181331312,5939.157181331312,682.5503312520074,682.5503312520074,682.5503312520074,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,445.6199855995643,445.6199855995643,445.6199855995643,-268.57135015039614,-268.57135015039614,-268.57135015039614,0.0,0.0,0.0,6621.70751258332
2013-01-04,5939.540754098482,4171.677276001016,9354.332395951436,5939.540754098482,5939.540754098482,736.1346140677148,736.1346140677148,736.1346140677148,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,560.7364222591201,560.7364222591201,560.7364222591201,-330.1035039942447,-330.1035039942447,-330.1035039942447,0.0,0.0,0.0,6675.675368166197
2013-01-05,5939.92432686565,2616.0497956893114,7806.891979627679,5939.92432686565,5939.92432686565,-685.810506444739,-685.810506444739,-685.810506444739,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,-812.3268284224256,-812.3268284224256,-812.3268284224256,-378.9853738251531,-378.9853738251531,-378.9853738251531,0.0,0.0,0.0,5254.113820420911
2013-01-06,5940.3078996328195,-2048.5326194804557,3275.124890996259,5940.3078996328195,5940.3078996328195,-5287.888888111651,-5287.888888111651,-5287.888888111651,-1567.0083469455224,-1567.0083469455224,-1567.0083469455224,505.50169580283927,505.50169580283927,505.50169580283927,-2072.5100427483612,-2072.5100427483612,-2072.5100427483612,-3305.407429859613,-3305.407429859613,-3305.407429859613,-415.4731113065148,-415.4731113065148,-415.4731113065148,0.0,0.0,0.0,652.4190115211686
2013-01-07,5940.691472399987,5351.352614417443,10365.420991156212,5940.691472399987,5940.691472399987,1847.38092093224,1847.38092093224,1847.38092093224,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,1781.9422295958793,1781.9422295958793,1781.9422295958793,-440.0630044664786,-440.0630044664786,-440.0630044664786,0.0,0.0,0.0,7788.072393332227
2013-01-08,5941.0750451671565,4358.517755562327,9487.578038143909,5941.0750451671565,5941.0750451671565,961.8363459318605,961.8363459318605,961.8363459318605,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,909.8044111541406,909.8044111541406,909.8044111541406,-453.46976102511945,-453.46976102511945,-453.46976102511945,0.0,0.0,0.0,6902.911391099017
2013-01-09,5941.458617934325,3624.627542502273,8919.278843969369,5941.458617934325,5941.458617934325,468.53253989991015,468.53253989991015,468.53253989991015,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,419.63120966858526,419.63120966858526,419.63120966858526,-456.6003655715142,-456.6003655715142,-456.6003655715142,0.0,0.0,0.0,6409.991157834235
2013-01-10,5941.8421907014945,3845.845611633933,8854.538747729152,5941.8421907014945,5941.8421907014945,500.59737346642424,500.59737346642424,500.59737346642424,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,505.50169580283927,0.0,0.0,0.0,445.6199856097524,445.6199856097524,445.6199856097524,-450.5243079461673,-450.5243079461673,-450.5243079461673,0.0,0.0,0.0,6442.439564167918
